"id","school_id","grade","year","category","tested","mean_score","l1","p1","l2","p2","l3","p3","l4","p4"
266,"01M140",4.00,2014.00,"All Students",31.00,289.25,9.00,29.03,16.00,51.61,6.00,19.35,0.00,0.00
267,"01M140",3.00,2014.00,"Asian",2.00,,,,,,,,,
268,"01M140",4.00,2014.00,"Asian",1.00,,,,,,,,,
269,"01M140",3.00,2014.00,"Black",2.00,,,,,,,,,
270,"01M140",4.00,2014.00,"Black",4.00,,,,,,,,,
271,"01M140",3.00,2014.00,"Hispanic",22.00,268.36,17.00,77.27,4.00,18.18,1.00,4.54,0.00,0.00
272,"01M140",4.00,2014.00,"Hispanic",26.00,287.11,8.00,30.76,13.00,50.00,5.00,19.23,0.00,0.00
273,"01M140",3.00,2015.00,"All Students",30.00,275.20,15.00,50.00,10.00,33.33,5.00,16.66,0.00,0.00
274,"01M140",4.00,2015.00,"All Students",24.00,275.58,13.00,54.16,7.00,29.16,3.00,12.50,1.00,4.16
275,"01M140",3.00,2015.00,"Asian",2.00,,,,,,,,,
276,"01M140",4.00,2015.00,"Asian",2.00,,,,,,,,,
277,"01M140",3.00,2015.00,"Black",5.00,,,,,,,,,
278,"01M140",4.00,2015.00,"Black",1.00,,,,,,,,,
279,"01M140",3.00,2015.00,"Hispanic",23.00,272.60,12.00,52.17,7.00,30.43,4.00,17.39,0.00,0.00
280,"01M140",4.00,2015.00,"Hispanic",21.00,273.14,12.00,57.14,6.00,28.57,2.00,9.52,1.00,4.76
281,"01M142",3.00,2013.00,"All Students",58.00,303.41,14.00,24.13,23.00,39.65,13.00,22.41,8.00,13.79
282,"01M142",4.00,2013.00,"All Students",54.00,289.24,19.00,35.18,26.00,48.14,9.00,16.66,0.00,0.00
283,"01M142",3.00,2013.00,"Asian",7.00,336.71,0.00,0.00,2.00,28.57,3.00,42.85,2.00,28.57
284,"01M142",4.00,2013.00,"Asian",3.00,,,,,,,,,
285,"01M142",3.00,2013.00,"Black",14.00,283.35,6.00,42.85,4.00,28.57,3.00,21.42,1.00,7.14
286,"01M142",4.00,2013.00,"Black",5.00,,,,,,,,,
287,"01M142",3.00,2013.00,"Hispanic",34.00,303.50,8.00,23.52,15.00,44.11,7.00,20.58,4.00,11.76
288,"01M142",4.00,2013.00,"Hispanic",44.00,286.02,17.00,38.63,22.00,50.00,5.00,11.36,0.00,0.00
289,"01M142",3.00,2013.00,"White",2.00,,,,,,,,,
290,"01M142",4.00,2013.00,"White",1.00,,,,,,,,,
291,"01M142",3.00,2014.00,"All Students",46.00,286.65,25.00,54.34,11.00,23.91,9.00,19.56,1.00,2.17
292,"01M142",4.00,2014.00,"All Students",58.00,286.13,26.00,44.82,22.00,37.93,7.00,12.06,3.00,5.17
293,"01M142",3.00,2014.00,"Asian",4.00,,,,,,,,,
294,"01M142",4.00,2014.00,"Asian",6.00,319.00,0.00,0.00,3.00,50.00,1.00,16.66,2.00,33.33
295,"01M142",3.00,2014.00,"Black",6.00,275.33,5.00,83.33,1.00,16.66,0.00,0.00,0.00,0.00
296,"01M142",4.00,2014.00,"Black",13.00,278.61,7.00,53.84,5.00,38.46,1.00,7.69,0.00,0.00
297,"01M142",3.00,2014.00,"Hispanic",34.00,285.20,19.00,55.88,9.00,26.47,5.00,14.70,1.00,2.94
298,"01M142",4.00,2014.00,"Hispanic",36.00,281.22,19.00,52.77,12.00,33.33,5.00,13.88,0.00,0.00
299,"01M142",3.00,2014.00,"White",1.00,,,,,,,,,
300,"01M142",4.00,2014.00,"White",2.00,,,,,,,,,
301,"01M142",3.00,2015.00,"All Students",61.00,289.40,25.00,40.98,20.00,32.78,14.00,22.95,2.00,3.27
302,"01M142",4.00,2015.00,"All Students",48.00,271.41,28.00,58.33,15.00,31.25,4.00,8.33,1.00,2.08
303,"01M142",3.00,2015.00,"Asian",4.00,,,,,,,,,
304,"01M142",4.00,2015.00,"Asian",3.00,,,,,,,,,
305,"01M142",3.00,2015.00,"Black",9.00,278.88,4.00,44.44,4.00,44.44,1.00,11.11,0.00,0.00
306,"01M142",4.00,2015.00,"Black",6.00,245.16,6.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
307,"01M142",3.00,2015.00,"Hispanic",46.00,287.08,20.00,43.47,15.00,32.60,11.00,23.91,0.00,0.00
308,"01M142",4.00,2015.00,"Hispanic",36.00,272.00,19.00,52.77,14.00,38.88,2.00,5.55,1.00,2.77
309,"01M142",3.00,2015.00,"White",1.00,,,,,,,,,
310,"01M142",4.00,2015.00,"White",1.00,,,,,,,,,
311,"01M184",3.00,2013.00,"All Students",81.00,322.72,8.00,9.87,18.00,22.22,31.00,38.27,24.00,29.62
312,"01M184",4.00,2013.00,"All Students",71.00,334.74,1.00,1.40,12.00,16.90,29.00,40.84,29.00,40.84
313,"01M184",3.00,2013.00,"Asian",64.00,326.78,2.00,3.12,14.00,21.87,27.00,42.18,21.00,32.81
314,"01M184",4.00,2013.00,"Asian",60.00,336.91,1.00,1.66,8.00,13.33,23.00,38.33,28.00,46.66
315,"01M184",3.00,2013.00,"Black",2.00,,,,,,,,,
316,"01M184",4.00,2013.00,"Black",3.00,,,,,,,,,
317,"01M184",3.00,2013.00,"Hispanic",6.00,286.83,4.00,66.66,2.00,33.33,0.00,0.00,0.00,0.00
318,"01M184",4.00,2013.00,"Hispanic",4.00,,,,,,,,,
319,"01M184",3.00,2013.00,"White",8.00,319.62,1.00,12.50,2.00,25.00,3.00,37.50,2.00,25.00
320,"01M184",4.00,2013.00,"White",2.00,,,,,,,,,
321,"01M184",3.00,2014.00,"All Students",72.00,333.83,1.00,1.38,12.00,16.66,29.00,40.27,30.00,41.66
322,"01M184",4.00,2014.00,"All Students",83.00,344.30,3.00,3.61,9.00,10.84,24.00,28.91,47.00,56.62
323,"01M184",3.00,2014.00,"Asian",54.00,335.03,1.00,1.85,8.00,14.81,21.00,38.88,24.00,44.44
324,"01M184",4.00,2014.00,"Asian",68.00,349.19,1.00,1.47,6.00,8.82,17.00,25.00,44.00,64.70
325,"01M184",3.00,2014.00,"Black",4.00,,,,,,,,,
326,"01M184",4.00,2014.00,"Black",1.00,,,,,,,,,
327,"01M184",3.00,2014.00,"Hispanic",1.00,,,,,,,,,
328,"01M184",4.00,2014.00,"Hispanic",6.00,310.66,0.00,0.00,3.00,50.00,3.00,50.00,0.00,0.00
329,"01M184",3.00,2014.00,"White",13.00,338.84,0.00,0.00,1.00,7.69,6.00,46.15,6.00,46.15
330,"01M184",4.00,2014.00,"White",4.00,,,,,,,,,
331,"01M184",3.00,2015.00,"All Students",68.00,332.27,4.00,5.88,8.00,11.76,29.00,42.64,27.00,39.70
332,"01M184",4.00,2015.00,"All Students",68.00,339.08,0.00,0.00,11.00,16.17,25.00,36.76,32.00,47.05
333,"01M184",3.00,2015.00,"Asian",58.00,333.75,3.00,5.17,7.00,12.06,23.00,39.65,25.00,43.10
334,"01M184",4.00,2015.00,"Asian",53.00,341.13,0.00,0.00,7.00,13.20,20.00,37.73,26.00,49.05
335,"01M184",3.00,2015.00,"Black",1.00,,,,,,,,,
336,"01M184",4.00,2015.00,"Black",2.00,,,,,,,,,
337,"01M184",3.00,2015.00,"Hispanic",4.00,,,,,,,,,
338,"01M184",4.00,2015.00,"Hispanic",1.00,,,,,,,,,
339,"01M184",3.00,2015.00,"White",2.00,,,,,,,,,
340,"01M184",4.00,2015.00,"White",12.00,341.25,0.00,0.00,1.00,8.33,5.00,41.66,6.00,50.00
341,"01M188",3.00,2013.00,"All Students",46.00,279.36,18.00,39.13,25.00,54.34,3.00,6.52,0.00,0.00
342,"01M188",4.00,2013.00,"All Students",39.00,274.33,20.00,51.28,15.00,38.46,4.00,10.25,0.00,0.00
343,"01M188",3.00,2013.00,"Black",16.00,275.18,7.00,43.75,7.00,43.75,2.00,12.50,0.00,0.00
344,"01M188",4.00,2013.00,"Black",6.00,270.33,4.00,66.66,2.00,33.33,0.00,0.00,0.00,0.00
345,"01M188",3.00,2013.00,"Hispanic",27.00,280.11,10.00,37.03,16.00,59.25,1.00,3.70,0.00,0.00
346,"01M188",4.00,2013.00,"Hispanic",30.00,275.73,14.00,46.66,12.00,40.00,4.00,13.33,0.00,0.00
347,"01M188",3.00,2013.00,"White",3.00,,,,,,,,,
348,"01M188",4.00,2013.00,"White",3.00,,,,,,,,,
349,"01M188",3.00,2014.00,"All Students",48.00,288.79,20.00,41.66,16.00,33.33,9.00,18.75,3.00,6.25
350,"01M188",4.00,2014.00,"All Students",48.00,279.27,23.00,47.91,20.00,41.66,5.00,10.41,0.00,0.00
351,"01M188",3.00,2014.00,"Asian",1.00,,,,,,,,,
352,"01M188",3.00,2014.00,"Black",19.00,284.63,9.00,47.36,6.00,31.57,3.00,15.78,1.00,5.26
353,"01M188",4.00,2014.00,"Black",18.00,273.83,10.00,55.55,6.00,33.33,2.00,11.11,0.00,0.00
354,"01M188",3.00,2014.00,"Hispanic",27.00,290.00,11.00,40.74,9.00,33.33,5.00,18.51,2.00,7.40
355,"01M188",4.00,2014.00,"Hispanic",28.00,282.14,13.00,46.42,12.00,42.85,3.00,10.71,0.00,0.00
356,"01M188",3.00,2014.00,"White",1.00,,,,,,,,,
357,"01M188",4.00,2014.00,"White",2.00,,,,,,,,,
358,"01M188",3.00,2015.00,"All Students",38.00,295.42,14.00,36.84,11.00,28.94,9.00,23.68,4.00,10.52
359,"01M188",4.00,2015.00,"All Students",49.00,279.85,25.00,51.02,18.00,36.73,6.00,12.24,0.00,0.00
360,"01M188",4.00,2015.00,"Asian",1.00,,,,,,,,,
361,"01M188",3.00,2015.00,"Black",12.00,285.08,4.00,33.33,5.00,41.66,3.00,25.00,0.00,0.00
362,"01M188",4.00,2015.00,"Black",19.00,276.78,10.00,52.63,7.00,36.84,2.00,10.52,0.00,0.00
363,"01M188",3.00,2015.00,"Hispanic",24.00,298.70,9.00,37.50,6.00,25.00,6.00,25.00,3.00,12.50
364,"01M188",4.00,2015.00,"Hispanic",29.00,280.65,15.00,51.72,11.00,37.93,3.00,10.34,0.00,0.00
365,"01M188",3.00,2015.00,"White",2.00,,,,,,,,,
366,"01M315",3.00,2013.00,"All Students",37.00,295.18,13.00,35.13,13.00,35.13,6.00,16.21,5.00,13.51
367,"01M315",4.00,2013.00,"All Students",16.00,328.00,1.00,6.25,5.00,31.25,3.00,18.75,7.00,43.75
368,"01M315",3.00,2013.00,"Asian",4.00,,,,,,,,,
369,"01M315",4.00,2013.00,"Asian",1.00,,,,,,,,,
370,"01M315",3.00,2013.00,"Black",6.00,268.16,3.00,50.00,3.00,50.00,0.00,0.00,0.00,0.00
371,"01M315",4.00,2013.00,"Black",2.00,,,,,,,,,
372,"01M315",3.00,2013.00,"Hispanic",16.00,288.56,7.00,43.75,6.00,37.50,2.00,12.50,1.00,6.25
373,"01M315",4.00,2013.00,"Hispanic",4.00,,,,,,,,,
374,"01M315",3.00,2013.00,"White",9.00,306.55,1.00,11.11,4.00,44.44,4.00,44.44,0.00,0.00
375,"01M315",4.00,2013.00,"White",9.00,336.88,0.00,0.00,2.00,22.22,2.00,22.22,5.00,55.55
376,"01M315",3.00,2014.00,"All Students",26.00,316.23,6.00,23.07,1.00,3.84,10.00,38.46,9.00,34.61
377,"01M315",4.00,2014.00,"All Students",35.00,321.91,10.00,28.57,4.00,11.42,10.00,28.57,11.00,31.42
378,"01M315",4.00,2014.00,"Asian",2.00,,,,,,,,,
379,"01M315",3.00,2014.00,"Black",4.00,,,,,,,,,
380,"01M315",4.00,2014.00,"Black",6.00,286.50,3.00,50.00,0.00,0.00,2.00,33.33,1.00,16.66
381,"01M315",3.00,2014.00,"Hispanic",11.00,312.90,3.00,27.27,1.00,9.09,4.00,36.36,3.00,27.27
382,"01M315",4.00,2014.00,"Hispanic",15.00,309.66,5.00,33.33,2.00,13.33,6.00,40.00,2.00,13.33
383,"01M315",3.00,2014.00,"White",8.00,337.25,0.00,0.00,0.00,0.00,4.00,50.00,4.00,50.00
384,"01M315",4.00,2014.00,"White",10.00,342.40,1.00,10.00,2.00,20.00,2.00,20.00,5.00,50.00
385,"01M315",3.00,2015.00,"All Students",34.00,320.97,4.00,11.76,7.00,20.58,14.00,41.17,9.00,26.47
386,"01M315",4.00,2015.00,"All Students",18.00,309.77,3.00,16.66,5.00,27.77,8.00,44.44,2.00,11.11
387,"01M315",3.00,2015.00,"Asian",1.00,,,,,,,,,
388,"01M315",3.00,2015.00,"Black",3.00,,,,,,,,,
389,"01M315",4.00,2015.00,"Black",2.00,,,,,,,,,
390,"01M315",3.00,2015.00,"Hispanic",10.00,300.70,2.00,20.00,4.00,40.00,4.00,40.00,0.00,0.00
391,"01M315",4.00,2015.00,"Hispanic",8.00,305.87,1.00,12.50,4.00,50.00,3.00,37.50,0.00,0.00
392,"01M315",3.00,2015.00,"White",17.00,337.64,0.00,0.00,2.00,11.76,6.00,35.29,9.00,52.94
393,"01M315",4.00,2015.00,"White",5.00,,,,,,,,,
394,"01M361",3.00,2013.00,"All Students",38.00,299.42,12.00,31.57,14.00,36.84,8.00,21.05,4.00,10.52
395,"01M361",4.00,2013.00,"All Students",40.00,300.82,12.00,30.00,14.00,35.00,9.00,22.50,5.00,12.50
396,"01M361",3.00,2013.00,"Asian",3.00,,,,,,,,,
397,"01M361",4.00,2013.00,"Asian",9.00,323.77,0.00,0.00,3.00,33.33,4.00,44.44,2.00,22.22
398,"01M361",3.00,2013.00,"Black",7.00,278.14,3.00,42.85,3.00,42.85,1.00,14.28,0.00,0.00
399,"01M361",4.00,2013.00,"Black",5.00,,,,,,,,,
400,"01M361",3.00,2013.00,"Hispanic",14.00,286.21,8.00,57.14,5.00,35.71,0.00,0.00,1.00,7.14
401,"01M361",4.00,2013.00,"Hispanic",14.00,274.50,9.00,64.28,5.00,35.71,0.00,0.00,0.00,0.00
402,"01M361",3.00,2013.00,"White",14.00,317.92,1.00,7.14,5.00,35.71,6.00,42.85,2.00,14.28
403,"01M361",4.00,2013.00,"White",11.00,320.09,1.00,9.09,3.00,27.27,4.00,36.36,3.00,27.27
404,"01M361",3.00,2014.00,"All Students",35.00,303.54,8.00,22.85,11.00,31.42,11.00,31.42,5.00,14.28
405,"01M361",4.00,2014.00,"All Students",35.00,303.34,11.00,31.42,9.00,25.71,11.00,31.42,4.00,11.42
406,"01M361",3.00,2014.00,"Asian",3.00,,,,,,,,,
407,"01M361",4.00,2014.00,"Asian",4.00,,,,,,,,,
408,"01M361",3.00,2014.00,"Black",6.00,266.00,4.00,66.66,1.00,16.66,1.00,16.66,0.00,0.00
409,"01M361",4.00,2014.00,"Black",5.00,,,,,,,,,
410,"01M361",3.00,2014.00,"Hispanic",10.00,291.90,2.00,20.00,7.00,70.00,1.00,10.00,0.00,0.00
411,"01M361",4.00,2014.00,"Hispanic",12.00,288.66,7.00,58.33,3.00,25.00,1.00,8.33,1.00,8.33
412,"01M361",3.00,2014.00,"White",15.00,325.73,1.00,6.66,2.00,13.33,7.00,46.66,5.00,33.33
413,"01M361",4.00,2014.00,"White",14.00,323.50,1.00,7.14,4.00,28.57,7.00,50.00,2.00,14.28
414,"01M361",3.00,2015.00,"All Students",22.00,310.04,4.00,18.18,7.00,31.81,8.00,36.36,3.00,13.63
415,"01M361",4.00,2015.00,"All Students",35.00,313.77,5.00,14.28,9.00,25.71,11.00,31.42,10.00,28.57
416,"01M361",3.00,2015.00,"Asian",4.00,,,,,,,,,
417,"01M361",4.00,2015.00,"Asian",2.00,,,,,,,,,
418,"01M361",3.00,2015.00,"Black",2.00,,,,,,,,,
419,"01M361",4.00,2015.00,"Black",5.00,,,,,,,,,
420,"01M361",3.00,2015.00,"Hispanic",8.00,295.50,2.00,25.00,4.00,50.00,2.00,25.00,0.00,0.00
421,"01M361",4.00,2015.00,"Hispanic",11.00,295.45,1.00,9.09,8.00,72.72,1.00,9.09,1.00,9.09
422,"01M361",3.00,2015.00,"White",7.00,326.57,0.00,0.00,1.00,14.28,5.00,71.42,1.00,14.28
423,"01M361",4.00,2015.00,"White",16.00,333.81,1.00,6.25,0.00,0.00,8.00,50.00,7.00,43.75
424,"01M363",3.00,2013.00,"All Students",39.00,294.69,12.00,30.76,18.00,46.15,7.00,17.94,2.00,5.12
425,"01M363",4.00,2013.00,"All Students",44.00,305.09,8.00,18.18,19.00,43.18,14.00,31.81,3.00,6.81
426,"01M363",3.00,2013.00,"Asian",6.00,291.83,2.00,33.33,2.00,33.33,2.00,33.33,0.00,0.00
427,"01M363",4.00,2013.00,"Asian",5.00,,,,,,,,,
428,"01M363",3.00,2013.00,"Black",9.00,279.88,5.00,55.55,4.00,44.44,0.00,0.00,0.00,0.00
429,"01M363",4.00,2013.00,"Black",6.00,295.66,2.00,33.33,3.00,50.00,1.00,16.66,0.00,0.00
430,"01M363",3.00,2013.00,"Hispanic",10.00,287.80,2.00,20.00,8.00,80.00,0.00,0.00,0.00,0.00
431,"01M363",4.00,2013.00,"Hispanic",11.00,292.81,3.00,27.27,6.00,54.54,2.00,18.18,0.00,0.00
432,"01M363",3.00,2013.00,"White",13.00,312.76,2.00,15.38,4.00,30.76,5.00,38.46,2.00,15.38
433,"01M363",4.00,2013.00,"White",19.00,311.42,2.00,10.52,7.00,36.84,9.00,47.36,1.00,5.26
434,"01M363",3.00,2014.00,"All Students",25.00,322.72,2.00,8.00,6.00,24.00,9.00,36.00,8.00,32.00
435,"01M363",4.00,2014.00,"All Students",20.00,305.00,6.00,30.00,8.00,40.00,3.00,15.00,3.00,15.00
436,"01M363",3.00,2014.00,"Asian",1.00,,,,,,,,,
437,"01M363",4.00,2014.00,"Asian",4.00,,,,,,,,,
438,"01M363",3.00,2014.00,"Black",2.00,,,,,,,,,
439,"01M363",4.00,2014.00,"Black",4.00,,,,,,,,,
440,"01M363",3.00,2014.00,"Hispanic",7.00,310.85,1.00,14.28,3.00,42.85,1.00,14.28,2.00,28.57
441,"01M363",4.00,2014.00,"Hispanic",4.00,,,,,,,,,
442,"01M363",3.00,2014.00,"White",14.00,327.71,1.00,7.14,1.00,7.14,7.00,50.00,5.00,35.71
443,"01M363",4.00,2014.00,"White",7.00,326.57,1.00,14.28,3.00,42.85,0.00,0.00,3.00,42.85
444,"01M363",3.00,2015.00,"All Students",2.00,,,,,,,,,
445,"01M363",4.00,2015.00,"All Students",20.00,311.45,1.00,5.00,9.00,45.00,7.00,35.00,3.00,15.00
446,"01M363",3.00,2015.00,"Asian",1.00,,,,,,,,,
447,"01M363",4.00,2015.00,"Asian",2.00,,,,,,,,,
448,"01M363",4.00,2015.00,"Black",2.00,,,,,,,,,
449,"01M363",3.00,2015.00,"Hispanic",1.00,,,,,,,,,
450,"01M363",4.00,2015.00,"Hispanic",6.00,295.16,1.00,16.66,3.00,50.00,2.00,33.33,0.00,0.00
451,"01M363",4.00,2015.00,"White",9.00,322.22,0.00,0.00,3.00,33.33,3.00,33.33,3.00,33.33
452,"01M364",3.00,2013.00,"All Students",33.00,294.72,11.00,33.33,13.00,39.39,9.00,27.27,0.00,0.00
453,"01M364",4.00,2013.00,"All Students",36.00,306.63,5.00,13.88,16.00,44.44,10.00,27.77,5.00,13.88
454,"01M364",3.00,2013.00,"Asian",5.00,,,,,,,,,
455,"01M364",4.00,2013.00,"Asian",8.00,324.37,0.00,0.00,4.00,50.00,1.00,12.50,3.00,37.50
456,"01M364",3.00,2013.00,"Black",5.00,,,,,,,,,
457,"01M364",4.00,2013.00,"Black",1.00,,,,,,,,,
458,"01M364",3.00,2013.00,"Hispanic",7.00,289.14,2.00,28.57,5.00,71.42,0.00,0.00,0.00,0.00
459,"01M364",4.00,2013.00,"Hispanic",10.00,284.70,3.00,30.00,7.00,70.00,0.00,0.00,0.00,0.00
460,"01M364",3.00,2013.00,"White",14.00,305.85,3.00,21.42,4.00,28.57,7.00,50.00,0.00,0.00
461,"01M364",4.00,2013.00,"White",13.00,313.92,1.00,7.69,3.00,23.07,7.00,53.84,2.00,15.38
462,"01M364",3.00,2014.00,"All Students",30.00,319.00,3.00,10.00,8.00,26.66,13.00,43.33,6.00,20.00
463,"01M364",4.00,2014.00,"All Students",22.00,303.27,5.00,22.72,9.00,40.90,8.00,36.36,0.00,0.00
464,"01M364",3.00,2014.00,"Asian",5.00,,,,,,,,,
465,"01M364",4.00,2014.00,"Asian",1.00,,,,,,,,,
466,"01M364",3.00,2014.00,"Black",2.00,,,,,,,,,
467,"01M364",4.00,2014.00,"Black",3.00,,,,,,,,,
468,"01M364",3.00,2014.00,"Hispanic",9.00,306.55,2.00,22.22,4.00,44.44,2.00,22.22,1.00,11.11
469,"01M364",4.00,2014.00,"Hispanic",7.00,294.00,2.00,28.57,4.00,57.14,1.00,14.28,0.00,0.00
470,"01M364",3.00,2014.00,"White",13.00,324.76,1.00,7.69,3.00,23.07,5.00,38.46,4.00,30.76
471,"01M364",4.00,2014.00,"White",8.00,313.25,1.00,12.50,2.00,25.00,5.00,62.50,0.00,0.00
472,"01M364",3.00,2015.00,"All Students",14.00,308.64,2.00,14.28,5.00,35.71,4.00,28.57,3.00,21.42
473,"01M364",4.00,2015.00,"All Students",19.00,324.00,1.00,5.26,7.00,36.84,3.00,15.78,8.00,42.10
474,"01M364",3.00,2015.00,"Asian",1.00,,,,,,,,,
475,"01M364",4.00,2015.00,"Asian",4.00,,,,,,,,,
476,"01M364",3.00,2015.00,"Black",1.00,,,,,,,,,
477,"01M364",4.00,2015.00,"Black",1.00,,,,,,,,,
478,"01M364",3.00,2015.00,"Hispanic",5.00,,,,,,,,,
479,"01M364",4.00,2015.00,"Hispanic",6.00,310.83,0.00,0.00,5.00,83.33,0.00,0.00,1.00,16.66
480,"01M364",3.00,2015.00,"White",5.00,,,,,,,,,
481,"01M364",4.00,2015.00,"White",7.00,346.57,0.00,0.00,0.00,0.00,2.00,28.57,5.00,71.42
482,"01M539",3.00,2013.00,"All Students",133.00,360.49,0.00,0.00,2.00,1.50,23.00,17.29,108.00,81.20
483,"01M539",4.00,2013.00,"All Students",107.00,366.87,0.00,0.00,0.00,0.00,15.00,14.01,92.00,85.98
484,"01M539",3.00,2013.00,"Asian",36.00,366.66,0.00,0.00,0.00,0.00,3.00,8.33,33.00,91.66
485,"01M539",4.00,2013.00,"Asian",20.00,371.65,0.00,0.00,0.00,0.00,1.00,5.00,19.00,95.00
486,"01M539",3.00,2013.00,"Black",11.00,345.90,0.00,0.00,1.00,9.09,2.00,18.18,8.00,72.72
487,"01M539",4.00,2013.00,"Black",9.00,351.66,0.00,0.00,0.00,0.00,3.00,33.33,6.00,66.66
488,"01M539",3.00,2013.00,"Hispanic",15.00,342.80,0.00,0.00,0.00,0.00,9.00,60.00,6.00,40.00
489,"01M539",4.00,2013.00,"Hispanic",10.00,358.90,0.00,0.00,0.00,0.00,3.00,30.00,7.00,70.00
490,"01M539",3.00,2013.00,"White",67.00,363.61,0.00,0.00,0.00,0.00,9.00,13.43,58.00,86.56
491,"01M539",4.00,2013.00,"White",67.00,368.28,0.00,0.00,0.00,0.00,8.00,11.94,59.00,88.05
492,"01M539",3.00,2014.00,"All Students",110.00,355.93,1.00,0.90,2.00,1.81,26.00,23.63,81.00,73.63
493,"01M539",4.00,2014.00,"All Students",133.00,366.58,0.00,0.00,3.00,2.25,16.00,12.03,114.00,85.71
494,"01M539",3.00,2014.00,"Asian",33.00,362.90,0.00,0.00,1.00,3.03,5.00,15.15,27.00,81.81
495,"01M539",4.00,2014.00,"Asian",36.00,371.47,0.00,0.00,0.00,0.00,3.00,8.33,33.00,91.66
496,"01M539",3.00,2014.00,"Black",11.00,336.45,1.00,9.09,1.00,9.09,3.00,27.27,6.00,54.54
497,"01M539",4.00,2014.00,"Black",13.00,356.00,0.00,0.00,1.00,7.69,2.00,15.38,10.00,76.92
498,"01M539",3.00,2014.00,"Hispanic",5.00,,,,,,,,,
499,"01M539",4.00,2014.00,"Hispanic",14.00,349.42,0.00,0.00,1.00,7.14,4.00,28.57,9.00,64.28
500,"01M539",3.00,2014.00,"White",60.00,356.95,0.00,0.00,0.00,0.00,15.00,25.00,45.00,75.00
501,"01M539",4.00,2014.00,"White",64.00,369.62,0.00,0.00,0.00,0.00,7.00,10.93,57.00,89.06
502,"01M539",3.00,2015.00,"All Students",111.00,367.72,0.00,0.00,3.00,2.70,9.00,8.10,99.00,89.18
503,"01M539",4.00,2015.00,"All Students",107.00,365.09,0.00,0.00,1.00,0.93,15.00,14.01,91.00,85.04
504,"01M539",3.00,2015.00,"Asian",37.00,379.10,0.00,0.00,0.00,0.00,1.00,2.70,36.00,97.29
505,"01M539",4.00,2015.00,"Asian",31.00,375.12,0.00,0.00,0.00,0.00,3.00,9.67,28.00,90.32
506,"01M539",3.00,2015.00,"Black",4.00,,,,,,,,,
507,"01M539",4.00,2015.00,"Black",10.00,347.60,0.00,0.00,1.00,10.00,3.00,30.00,6.00,60.00
508,"01M539",3.00,2015.00,"Hispanic",13.00,356.00,0.00,0.00,1.00,7.69,3.00,23.07,9.00,69.23
509,"01M539",4.00,2015.00,"Hispanic",5.00,,,,,,,,,
510,"01M539",3.00,2015.00,"White",49.00,365.67,0.00,0.00,0.00,0.00,4.00,8.16,45.00,91.83
511,"01M539",4.00,2015.00,"White",59.00,363.71,0.00,0.00,0.00,0.00,9.00,15.25,50.00,84.74
512,"02M001",3.00,2013.00,"All Students",71.00,312.92,11.00,15.49,23.00,32.39,20.00,28.16,17.00,23.94
513,"02M001",4.00,2013.00,"All Students",75.00,313.12,16.00,21.33,14.00,18.66,24.00,32.00,21.00,28.00
514,"02M001",3.00,2013.00,"Asian",55.00,325.25,3.00,5.45,16.00,29.09,20.00,36.36,16.00,29.09
515,"02M001",4.00,2013.00,"Asian",51.00,331.11,2.00,3.92,7.00,13.72,22.00,43.13,20.00,39.21
516,"02M001",3.00,2013.00,"Black",4.00,,,,,,,,,
517,"02M001",4.00,2013.00,"Black",9.00,287.00,3.00,33.33,4.00,44.44,1.00,11.11,1.00,11.11
518,"02M001",3.00,2013.00,"Hispanic",12.00,268.75,6.00,50.00,6.00,50.00,0.00,0.00,0.00,0.00
519,"02M001",4.00,2013.00,"Hispanic",15.00,267.60,11.00,73.33,3.00,20.00,1.00,6.66,0.00,0.00
520,"02M001",3.00,2014.00,"All Students",77.00,313.57,13.00,16.88,22.00,28.57,26.00,33.76,16.00,20.77
521,"02M001",4.00,2014.00,"All Students",63.00,321.49,10.00,15.87,10.00,15.87,23.00,36.50,20.00,31.74
522,"02M001",3.00,2014.00,"Asian",54.00,324.11,3.00,5.55,16.00,29.62,20.00,37.03,15.00,27.77
523,"02M001",4.00,2014.00,"Asian",49.00,334.89,1.00,2.04,7.00,14.28,22.00,44.89,19.00,38.77
524,"02M001",3.00,2014.00,"Black",10.00,283.40,4.00,40.00,4.00,40.00,2.00,20.00,0.00,0.00
525,"02M001",4.00,2014.00,"Black",4.00,,,,,,,,,
526,"02M001",3.00,2014.00,"Hispanic",13.00,293.00,6.00,46.15,2.00,15.38,4.00,30.76,1.00,7.69
527,"02M001",4.00,2014.00,"Hispanic",10.00,277.00,6.00,60.00,3.00,30.00,1.00,10.00,0.00,0.00
528,"02M001",3.00,2015.00,"All Students",65.00,317.95,13.00,20.00,15.00,23.07,20.00,30.76,17.00,26.15
529,"02M001",4.00,2015.00,"All Students",75.00,322.68,11.00,14.66,13.00,17.33,24.00,32.00,27.00,36.00
530,"02M001",3.00,2015.00,"Asian",47.00,334.06,3.00,6.38,8.00,17.02,19.00,40.42,17.00,36.17
531,"02M001",4.00,2015.00,"Asian",54.00,333.70,3.00,5.55,6.00,11.11,19.00,35.18,26.00,48.14
532,"02M001",3.00,2015.00,"Black",3.00,,,,,,,,,
533,"02M001",4.00,2015.00,"Black",9.00,298.22,2.00,22.22,4.00,44.44,3.00,33.33,0.00,0.00
